id,taxonID,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,taxonRank,scientificNameAuthorship,taxonRemarks,threatStatus,establishmentMeans,scientificNameID,nameAccordingTo,vernacularName,taxonomicStatus,language,rightsHolder,bibliographicCitation,locality,countryCode,appendixCITES,occurrenceRemarks,
gbif.org/species/5231932,gbif.org/species/5231932,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Tapera,naevia,Tapera naevia,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2496517,gbif.org/species/2496517,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Dromococcyx,phasianellus,Dromococcyx phasianellus,Especie,"(Spix, 1824)",,LC,,,,,,,,,,,,,
gbif.org/species/2496516,gbif.org/species/2496516,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Dromococcyx,pavoninus,Dromococcyx pavoninus,Especie,"Pelzeln, 1870",,LC,,,,,,,,,,,,,
gbif.org/species/5232020,gbif.org/species/5232020,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,geoffroyi,Neomorphus geoffroyi,Especie,"(Temminck, 1820)",,VU,,,,,,,,,,,,,
gbif.org/species/5232019,gbif.org/species/5232019,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,radiolosus,Neomorphus radiolosus,Especie,"P.L.Sclater & Salvin, 1878",,EN,,,,,,,,,,,,,
gbif.org/species/5232014,gbif.org/species/5232014,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,rufipennis,Neomorphus rufipennis,Especie,"(G.R.Gray, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/5232016,gbif.org/species/5232016,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,pucheranii,Neomorphus pucheranii,Especie,"(Deville, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/7340209,gbif.org/species/7340209,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccycua,minuta,Coccycua minuta,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/5788391,gbif.org/species/5788391,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccycua,pumila,Coccycua pumila,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/5788393,gbif.org/species/5788393,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccycua,cinerea,Coccycua cinerea,Especie,,Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2496432,gbif.org/species/2496432,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Piaya,cayana,Piaya cayana,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2496431,gbif.org/species/2496431,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Piaya,melanogaster,Piaya melanogaster,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2496297,gbif.org/species/2496297,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,melacoryphus,Coccyzus melacoryphus,Especie,"Vieillot, 1817",,LC,,,,,,,,,,,,,
gbif.org/species/2496287,gbif.org/species/2496287,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,americanus,Coccyzus americanus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2496293,gbif.org/species/2496293,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,euleri,Coccyzus euleri,Especie,"Cabanis, 1873",,LC,,,,,,,,,,,,,
gbif.org/species/2496294,gbif.org/species/2496294,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,minor,Coccyzus minor,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2496286,gbif.org/species/2496286,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,Coccyzus erythropthalmus,Especie,"(A.Wilson, 1811)",,LC,,,,,,,,,,,,,
gbif.org/species/2496292,gbif.org/species/2496292,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,lansbergi,Coccyzus lansbergi,Especie,"Bonaparte, 1850",,LC,,,,,,,,,,,,,
gbif.org/species/2497150,gbif.org/species/2497150,Animalia,Chordata,Aves,Steatornithiformes,Steatornithidae,Steatornis,caripensis,Steatornis caripensis,Especie,"Humboldt, 1817",,LC,,,,,,,,,,,,,
gbif.org/species/2496801,gbif.org/species/2496801,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,grandis,Nyctibius grandis,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2496796,gbif.org/species/2496796,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,aethereus,Nyctibius aethereus,Especie,"(Wied-Neuwied, 1820)",,LC,,,,,,,,,,,,,
gbif.org/species/2496811,gbif.org/species/2496811,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,griseus,Nyctibius griseus,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2496800,gbif.org/species/2496800,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,maculosus,Nyctibius maculosus,Especie,"Ridgway, 1912",,LC,,,,,,,,,,,,,
gbif.org/species/2496804,gbif.org/species/2496804,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,bracteatus,Nyctibius bracteatus,Especie,"Gould, 1846",,LC,,,,,,,,,,,,,
gbif.org/species/7342291,gbif.org/species/7342291,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,nacunda,Chordeiles nacunda,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2497045,gbif.org/species/2497045,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,pusillus,Chordeiles pusillus,Especie,"Gould, 1861",,LC,,,,,,,,,,,,,
gbif.org/species/2497028,gbif.org/species/2497028,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,rupestris,Chordeiles rupestris,Especie,"(Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/2497052,gbif.org/species/2497052,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,acutipennis,Chordeiles acutipennis,Especie,"(Hermann, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2497035,gbif.org/species/2497035,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Especie,"(J.R.Forster, 1771)",,LC,,,,,,,,,,,,,
gbif.org/species/2497082,gbif.org/species/2497082,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Lurocalis,semitorquatus,Lurocalis semitorquatus,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2497088,gbif.org/species/2497088,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Lurocalis,rufiventris,Lurocalis rufiventris,Especie,"Taczanowski, 1884",,LC,,,,,,,,,,,,,
gbif.org/species/2496817,gbif.org/species/2496817,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctiprogne,leucopyga,Nyctiprogne leucopyga,Especie,"(Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/7658073,gbif.org/species/7658073,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctipolus,nigrescens,Nyctipolus nigrescens,Especie,"(Cabanis, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/7784172,gbif.org/species/7784172,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Systellura,longirostris,Systellura longirostris,Especie,"(Bonaparte, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/2496990,gbif.org/species/2496990,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis,Nyctidromus albicollis,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2497078,gbif.org/species/2497078,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Uropsalis,segmentata,Uropsalis segmentata,Especie,"(Cassin, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/2497074,gbif.org/species/2497074,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Uropsalis,lyra,Uropsalis lyra,Especie,"(Bonaparte, 1850)",,LC,,,,,,,,,,,,,
gbif.org/species/8265214,gbif.org/species/8265214,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Setopagis,heterura,Setopagis heterura,Especie,"Todd, 1915",,LC,,,,,,,,,,,,,
gbif.org/species/7676017,gbif.org/species/7676017,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,cayennensis,Hydropsalis cayennensis,Especie,"(J.F.Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/7792881,gbif.org/species/7792881,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,maculicaudus,Hydropsalis maculicaudus,Especie,"(Lawrence, 1862)",,LC,,,,,,,,,,,,,
gbif.org/species/2497011,gbif.org/species/2497011,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,climacocerca,Hydropsalis climacocerca,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/2497009,gbif.org/species/2497009,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctiphrynus,rosenbergi,Nyctiphrynus rosenbergi,Especie,"(Hartert, 1895)",,NT,,,,,,,,,,,,,
gbif.org/species/2497005,gbif.org/species/2497005,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctiphrynus,ocellatus,Nyctiphrynus ocellatus,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/6101173,gbif.org/species/6101173,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,carolinensis,Antrostomus carolinensis,Especie,"(J.F.Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/6101180,gbif.org/species/6101180,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,rufus,Antrostomus rufus,Especie,"(Boddaert, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2477289,gbif.org/species/2477289,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,cherriei,Cypseloides cherriei,Especie,"Ridgway, 1893",,DD,,,,,,,,,,,,,
gbif.org/species/2477280,gbif.org/species/2477280,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,cryptus,Cypseloides cryptus,Especie,"Zimmer, 1945",,LC,,,,,,,,,,,,,
gbif.org/species/2477282,gbif.org/species/2477282,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger,Cypseloides niger,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2477290,gbif.org/species/2477290,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,lemosi,Cypseloides lemosi,Especie,"Eisenmann & Lehmann, 1962",,LC,,,,,,,,,,,,,
gbif.org/species/2477071,gbif.org/species/2477071,Animalia,Chordata,Aves,Apodiformes,Apodidae,Streptoprocne,rutila,Streptoprocne rutila,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2477082,gbif.org/species/2477082,Animalia,Chordata,Aves,Apodiformes,Apodidae,Streptoprocne,zonaris,Streptoprocne zonaris,Especie,"(Shaw, 1796)",,LC,,,,,,,,,,,,,
gbif.org/species/5228635,gbif.org/species/5228635,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,spinicaudus,Chaetura spinicaudus,Especie,"(Temminck, 1839)",,LC,,,,,,,,,,,,,
gbif.org/species/5228621,gbif.org/species/5228621,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,cinereiventris,Chaetura cinereiventris,Especie,"P.L.Sclater, 1862",,LC,,,,,,,,,,,,,
gbif.org/species/4409023,gbif.org/species/4409023,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Especie,"(Linnaeus, 1758)",,NT,,,,,,,,,,,,,
gbif.org/species/5228630,gbif.org/species/5228630,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,chapmani,Chaetura chapmani,Especie,"Hellmayr, 1907",,LC,,,,,,,,,,,,,
gbif.org/species/5228634,gbif.org/species/5228634,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,viridipennis,Chaetura viridipennis,Especie,"Cherrie, 1916",,LC,,,,,,,,,,,,,
gbif.org/species/5228629,gbif.org/species/5228629,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,meridionalis,Chaetura meridionalis,Especie,"Hellmayr, 1907",,LC,,,,,,,,,,,,,
gbif.org/species/5228607,gbif.org/species/5228607,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,brachyura,Chaetura brachyura,Especie,"(Jardine, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/5228633,gbif.org/species/5228633,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,egregia,Chaetura egregia,Especie,"Todd, 1916",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2477116,gbif.org/species/2477116,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,montivagus,Aeronautes montivagus,Especie,"(Orbigny & Lafresnaye, 1837)",,LC,,,,,,,,,,,,,
gbif.org/species/2477436,gbif.org/species/2477436,Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachornis,squamata,Tachornis squamata,Especie,"(Cassin, 1853)",,LC,,,,,,,,,,,,,
gbif.org/species/2477430,gbif.org/species/2477430,Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachornis,furcata,Tachornis furcata,Especie,"(Sutton, 1928)",,LC,,,,,,,,,,,,,
gbif.org/species/2477137,gbif.org/species/2477137,Animalia,Chordata,Aves,Apodiformes,Apodidae,Panyptila,cayennensis,Panyptila cayennensis,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/5228593,gbif.org/species/5228593,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Topaza,pyra,Topaza pyra,Especie,"(Gould, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2476195,gbif.org/species/2476195,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Florisuga,mellivora,Florisuga mellivora,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2476380,gbif.org/species/2476380,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eutoxeres,aquila,Eutoxeres aquila,Especie,"(Bourcier, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/2476377,gbif.org/species/2476377,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eutoxeres,condamini,Eutoxeres condamini,Especie,"(Bourcier, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/2476888,gbif.org/species/2476888,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Glaucis,aeneus,Glaucis aeneus,Especie,"Lawrence, 1868",,LC,,,,,,,,,,,,,
gbif.org/species/2476892,gbif.org/species/2476892,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Glaucis,hirsutus,Glaucis hirsutus,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/5228462,gbif.org/species/5228462,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Threnetes,ruckeri,Threnetes ruckeri,Especie,"(Bourcier, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/5228472,gbif.org/species/5228472,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Threnetes,leucurus,Threnetes leucurus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2476580,gbif.org/species/2476580,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,rupurumii,Phaethornis rupurumii,Especie,"Boucard, 1892",,LC,,,,,,,,,,,,,
gbif.org/species/2476632,gbif.org/species/2476632,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,atrimentalis,Phaethornis atrimentalis,Especie,"Lawrence, 1858",,LC,,,,,,,,,,,,,
gbif.org/species/2476600,gbif.org/species/2476600,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,striigularis,Phaethornis striigularis,Especie,"Gould, 1854",,LC,,,,,,,,,,,,,
gbif.org/species/2476584,gbif.org/species/2476584,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,griseogularis,Phaethornis griseogularis,Especie,"Gould, 1851",,LC,,,,,,,,,,,,,
gbif.org/species/2476636,gbif.org/species/2476636,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,ruber,Phaethornis ruber,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2476628,gbif.org/species/2476628,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,augusti,Phaethornis augusti,Especie,"(Bourcier, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/2476595,gbif.org/species/2476595,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,anthophilus,Phaethornis anthophilus,Especie,"(Bourcier, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/2476619,gbif.org/species/2476619,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,hispidus,Phaethornis hispidus,Especie,"(Gould, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2476588,gbif.org/species/2476588,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,yaruqui,Phaethornis yaruqui,Especie,"(Bourcier, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/2476607,gbif.org/species/2476607,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,guy,Phaethornis guy,Especie,"(Lesson, 1833)",,LC,,,,,,,,,,,,,
gbif.org/species/2476589,gbif.org/species/2476589,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,syrmatophorus,Phaethornis syrmatophorus,Especie,"Gould, 1851",,LC,,,,,,,,,,,,,
gbif.org/species/2476576,gbif.org/species/2476576,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,bourcieri,Phaethornis bourcieri,Especie,"(Lesson, 1832)",,LC,,,,,,,,,,,,,
gbif.org/species/2476621,gbif.org/species/2476621,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,longirostris,Phaethornis longirostris,Especie,"(Delattre, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/2476573,gbif.org/species/2476573,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,superciliosus,Phaethornis superciliosus,Especie,"(Linnaeus, 1766)",Probable por confirmar,,,,,,,,,,,,,,
gbif.org/species/2476612,gbif.org/species/2476612,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,malaris,Phaethornis malaris,Especie,"(Nordmann, 1835)",,LC,,,,,,,,,,,,,
gbif.org/species/2476971,gbif.org/species/2476971,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Doryfera,ludovicae,Doryfera ludovicae,Especie,"(Bourcier & Mulsant, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/2476968,gbif.org/species/2476968,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Doryfera,johannae,Doryfera johannae,Especie,"(Bourcier, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/8752472,gbif.org/species/8752472,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Schistes,albogularis,Schistes albogularis,Especie,"Gould, 1851",,LC,,,,,,,,,,,,,
gbif.org/species/2476199,gbif.org/species/2476199,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Schistes,geoffroyi,Schistes geoffroyi,Especie,"(Bourcier, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/5228485,gbif.org/species/5228485,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,delphinae,Colibri delphinae,Especie,"(Lesson, 1839)",,LC,,,,,,,,,,,,,
gbif.org/species/9053125,gbif.org/species/9053125,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,cyanotus,Colibri cyanotus,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/5228474,gbif.org/species/5228474,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,coruscans,Colibri coruscans,Especie,"(Gould, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2476330,gbif.org/species/2476330,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Androdon,aequatorialis,Androdon aequatorialis,Especie,"Gould, 1863",,LC,,,,,,,,,,,,,
gbif.org/species/2476219,gbif.org/species/2476219,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliothryx,barroti,Heliothryx barroti,Especie,"(Bourcier, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/2476220,gbif.org/species/2476220,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliothryx,auritus,Heliothryx auritus,Especie,"(J.F.Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2477020,gbif.org/species/2477020,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Polytmus,guainumbi,Polytmus guainumbi,Especie,"(Pallas, 1764)",,LC,,,,,,,,,,,,,
gbif.org/species/2477024,gbif.org/species/2477024,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Polytmus,theresiae,Polytmus theresiae,Especie,"(Da Silva Maia, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/2476721,gbif.org/species/2476721,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Avocettula,recurvirostris,Avocettula recurvirostris,Especie,"(Swainson, 1822)",,LC,,,,,,,,,,,,,
gbif.org/species/2476346,gbif.org/species/2476346,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chrysolampis,mosquitus,Chrysolampis mosquitus,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2476722,gbif.org/species/2476722,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,prevostii,Anthracothorax prevostii,Especie,"(Lesson, 1832)",,LC,,,,,,,,,,,,,
gbif.org/species/2476718,gbif.org/species/2476718,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,nigricollis,Anthracothorax nigricollis,Especie,"(Vieillot, 1817)",,LC,,,,,,,,,,,,,
gbif.org/species/2476711,gbif.org/species/2476711,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliangelus,mavors,Heliangelus mavors,Especie,"Gould, 1848",,LC,,,,,,,,,,,,,
gbif.org/species/2476699,gbif.org/species/2476699,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliangelus,amethysticollis,Heliangelus amethysticollis,Especie,"(Orbigny & Lafresnaye, 1838)",,LC,,,,,,,,,,,,,
gbif.org/species/2476710,gbif.org/species/2476710,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliangelus,strophianus,Heliangelus strophianus,Especie,"(Gould, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2476708,gbif.org/species/2476708,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliangelus,exortis,Heliangelus exortis,Especie,"(Fraser, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/2476911,gbif.org/species/2476911,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Discosura,conversii,Discosura conversii,Especie,"(Bourcier & Mulsant, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2476903,gbif.org/species/2476903,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Discosura,popelairii,Discosura popelairii,Especie,"(Du Bus de Gisignies, 1846)",,NT,,,,,,,,,,,,,
gbif.org/species/2476907,gbif.org/species/2476907,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Discosura,langsdorffi,Discosura langsdorffi,Especie,"(Temminck, 1821)",,LC,,,,,,,,,,,,,
gbif.org/species/2476905,gbif.org/species/2476905,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Discosura,longicaudus,Discosura longicaudus,Especie,"(Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2477011,gbif.org/species/2477011,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,ornatus,Lophornis ornatus,Especie,"(Boddaert, 1783)",Probable por confirmar,,,,,,,,,,,,,,
gbif.org/species/2477005,gbif.org/species/2477005,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,delattrei,Lophornis delattrei,Especie,"(Lesson, 1839)",,LC,,,,,,,,,,,,,
gbif.org/species/2477010,gbif.org/species/2477010,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,stictolophus,Lophornis stictolophus,Especie,"Salvin & Elliot, 1873",,LC,,,,,,,,,,,,,
gbif.org/species/2477001,gbif.org/species/2477001,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,chalybeus,Lophornis chalybeus,Especie,"(Vieillot, 1822)",,LC,,,,,,,,,,,,,
gbif.org/species/2476245,gbif.org/species/2476245,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phlogophilus,hemileucurus,Phlogophilus hemileucurus,Especie,"Gould, 1860",,VU,,,,,,,,,,,,,
gbif.org/species/2476168,gbif.org/species/2476168,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Adelomyia,melanogenys,Adelomyia melanogenys,Especie,"(Fraser, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/2476388,gbif.org/species/2476388,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,kingii,Aglaiocercus kingii,Especie,"(Lesson, 1832)",,LC,,,,,,,,,,,,,
gbif.org/species/2476385,gbif.org/species/2476385,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,coelestis,Aglaiocercus coelestis,Especie,"(Gould, 1861)",,LC,,,,,,,,,,,,,
